"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
ERXLRI3H,book,2011,"Rajaraman, A.; Ullman, J. D.",Mining of massive datasets,,,,,"http://books.google.com/books?hl=en&lr=&id=OefRhZyYOb0C&oi=fnd&pg=PR5&dq=%22an+algorithmic+point+of+view:+data+mining+is+about+applying%22+%22data,+rather+than+using+data+to+%E2%80%9Ctrain%E2%80%9D+a+machine-learning+engine+of%22+%22The+principal+topics+covered%22+&ots=aMuxkeDvCS&sig=FhC4dp7zMuuQjl2QDDBiukZVngI","The popularity of the Web and Internet commerce provides many extremely large datasets from which information can be gleaned by data mining. This book focuses on practical algorithms that have been used to solve key problems in data mining and which can be used on even the largest datasets. It begins with a discussion of the map-reduce framework, an important tool for parallelizing algorithms automatically. The authors explain the tricks of locality-sensitive hashing and stream processing algorithms for mining data that arrives too fast for exhaustive processing. The PageRank idea and related tricks for organizing the Web are covered next. Other chapters cover the problems of finding frequent itemsets and clustering. The final chapters cover two applications: recommendation systems and Web advertising, each vital in e-commerce. Written by two authorities in database and Web technologies, this book is essential reading for students and practitioners alike.",2011,2025-11-07 11:50:12,2025-11-07 11:50:12,2012-12-12 09:46:31,,,,,,,,,,,,Cambridge University Press,,en,,,,,,,,,,,,bigdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FG2PZXCL,book,2008,"Baayen, R Harald",Analyzing linguistic data. A practical introduction to statistics using R,,978-0-521-70918-7,,,,,2008,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Cambridge University Press,Cambridge,en,,,,,,,,,,,,meta_GiveOverview; AnalyzeStatistically; bigdata; obj_Language,,,,,,,,,,,,,,,,,,,,1. publ.,,,,,,,,,,,,,,,,,,,,,,,,,,
FXZS7HRR,book,1991,"Herkt, Matthias",Anwendungsmöglichkeiten computergestützter Erfassungs- und Auswertungshilfen am Beispiel der Güter- und Einkünfteverzeichnisse des Kollegiatstiftes St. Mauritz in Münster,,978-3-88339-902-7,,,"http://brockmeyer-verlag.de/shop/article_406/Herkt,-Matthias%3A-Anwendungsm%C3%B6glichkeiten-computergest%C3%BCtzter-Erfassungs-u.-Auswertungshilfen-am-Beispiel-der-G%C3%BCter--und-Eink%C3%BCnfteverzeichnisse-des-Kollegiatstiftes-St.-Mauritz-in-M%C3%BCnster..html?shop_param=cid%3D20%26aid%3D406%26",Wirtschaftsgeschichtliche Massenquellen zur Grundbesitz- und Einkünfteentwicklung einer bedeutenden geistlichen Institution des westfälischen Raumes werden hier untersucht. Es geht dabei auch um die Nützlichkeit moderner Datenbank-Verwaltungssysteme für die Organisation von Massenquellen zum Zweck der quantitativen Analyse im Bereich der Historiographie des Mittelalters.,1991,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,Bochumer historische Studien / Mittelalterliche Geschichte,9,,,Brockmeyer,Bochum,de,,,,,,,"Bochum, Univ., Diss., 1991",,,,,AnalyzeStatistically; obj_Documents; bigdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM95SBAE,book,1932,"Zipf, George",Selected studies of the principle of relative frequency in language,,,,,http://de.scribd.com/doc/153850777/Zipf-1932-Selected-Studies-of-the-Principle-of-Relative-Frequency-in-Language,,1932,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Harvard University Press,Cambridge  Mass.,en,,,,,,,,,,,,AnalyzeStatistically; meta_Theorizing; obj_Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLYXMSSA,book,2011,"Han, Jiawei; Kamber, Micheline",Data mining: concepts and techniques,,978-0-12-381479-1,,,http://web.engr.illinois.edu/~hanj/bk2/toc.pdf,"The increasing volume of data in modern business and science calls for more complex and sophisticated tools. Although advances in data mining technology have made extensive data collection much easier, it's still always evolving and there is a constant need for new techniques and tools that can help us transform this data into useful information and knowledge. Since the previous edition's publication, great advances have been made in the field of data mining. Not only does the third of edition of Data Mining: Concepts and Techniques continue the tradition of equipping you with an understanding and application of the theory and practice of discovering patterns hidden in large data sets, it also focuses on new, important topics in the field: data warehouses and data cube technology, mining stream, mining social networks, and mining spatial, multimedia and other complex data. Each chapter is a stand-alone guide to a critical topic, presenting proven algorithms and sound implementations ready to be used directly or with strategic modification against live data. This is the resource you need if you want to apply today's most powerful data mining techniques to meet real business challenges. * Presents dozens of algorithms and implementation examples, all in pseudo-code and suitable for use in real-world, large-scale data mining projects. * Addresses advanced topics such as mining object-relational databases, spatial databases, multimedia databases, time-series databases, text databases, the World Wide Web, and applications in several fields. *Provides a comprehensive, practical look at the concepts and techniques you need to get the most out of your data",2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,703,,,,,Data mining,,,,,Elsevier,"Burlington, MA",,,,,,,,,,,,,t_MachineLearning; obj_AnyObject; bigdata,,,,"Kamber, Micheline",,,,,,,,,,,,,,,,3rd ed,,,,,,,,,,,,,,,,,,,,,,,,,,
3CXRT6JY,book,2010,"Bertin, Jacques; Berg, William J.","Semiology of graphics: diagrams, networks, maps",,978-1-58948-261-6,,,http://esripress.esri.com/display/index.cfm?fuseaction=display&websiteID=190,"Originally published in French in 1967, ""Semiology of Graphics"" holds a significant place in the theory of information design. Founded on Jacques Bertin's practical experience as a cartographer, Part One of this work is an unprecedented attempt to synthesize principles of graphic communication with the logic of standard rules applied to writing and topography. Part Two brings Bertin's theory to life, presenting a close study of graphic techniques including shape, orientation, color, texture, volume, and size in an array of more than 1,000 maps and diagrams.",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,438,,,,,Semiology of graphics,,,,,ESRI Press : Distributed by Ingram Publisher Services,"Redlands, Calif",en,,,,,,,,,,,,,,,,"Berg, William J.",,,,,,,,,,,,,,,,1st ed,,,,,,,,,,,,,,,,,,,,,,,,,,
7GGA89EH,book,2006,"Heyer, Gerhard; Quasthoff, Uwe; Wittig, Thomas","Text Mining: Wissensrohstoff Text: Konzepte, Algorithmen, Ergebnisse",,978-3-937137-30-8,,,http://www.amazon.de/Text-Mining-Wissensrohstoff-Algorithmen-Ergebnisse/dp/3937137300,"Ein großer Teil des Weltwissens befindet sich in Form digitaler Texte im Internet oder in Intranets. Heutige Suchmaschinen nutzen diesen Wissensrohstoff nur rudimentär: Sie können semantische Zusammen-hänge nur bedingt erkennen. Alle warten auf das semantische Web, in dem die Ersteller von Text selbst die Semantik einfügen. Das wird aber noch lange dauern. Es gibt jedoch eine Technologie, die es bereits heute ermöglicht semantische Zusammenhänge in Rohtexten zu analysieren und aufzubereiten. Das Forschungsgebiet ""Text Mining"" ermöglicht es mit Hilfe statistischer und musterbasierter Verfahren, Wissen aus Texten zu extrahieren, zu verarbeiten und zu nutzen. Hier wird die Basis für die Suchmaschinen der Zukunft gelegt.",2006,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Text Mining,,,,,W3L-Verl.,Herdecke [u.a.],de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2SBGJ3N,book,2008,"Buch, Bastian",Text Mining : zur automatischen Wissensextraktion aus unstrukturierten Dokumenten,,978-3-8364-9550-9,,,http://www.amazon.de/Text-Mining-Wissensextraktion-unstrukturierten-Textdokumenten/dp/3836495503,"Wir befinden uns mitten im sogenannten Informationszeitalter und das Internet wird mehr und mehr zum vorherrschenden Medium.Allerdings hat sich der Zugang zur eigentlichen Basis des Internets - nämlich dem Text - kaum verbessert. Mit Text bzw. Sprache wird Wissen transportiert und gespeichert. Es ist jedoch unmöglich die Gesamtheit aller Textquellen zu einem bestimmten Thema zu erfassen, geschweige denn zu verstehen. Das Problem ist die Perspektive aus der Texte betrachtet werden. Herkömmliche Suchmaschinen bieten einen unidirektionalen Zugang zur Masse der vorhandenen Textdokumente und liefern nach Relevanz sortierte Dokumentlisten. Der Nutzer muss sich selbst ein Bild von den Inhalten der Dokumente machen und Rückschlüsse über die im Text enthaltenen Informationen und Zusammenhänge ziehen. Text-Mining-Lösungen versprechen den Zugang zuden in Texten verborgenen Wissensstrukturen. Bastian Buch untersucht in diesem Werk die Grundlagen des Text Mining, zeigt aktuelle Entwicklungen auf und entwickelt exemplarisch eine webbasierte Text-Mining-Anwendung bei der aus einem großen Textkorpus extrahierte semantische Informationen geografisch abgebildet werden.",2008,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Text Mining,,,,,VDM Verl. Müller,Berlin,de,,,,,,,,,,,,goal_Analysis; act_ContentAnalysis; t_InformationRetrieval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F4K8VEGB,book,2001,"Tufte, Edward R.",The visual display of quantitative information,,978-0-9613921-4-7,,,http://www.edwardtufte.com/tufte/books_vdqi,"The classic book on statistical graphics, charts, tables. Theory and practice in the design of data graphics, 250 illustrations of the best (and a few of the worst) statistical graphics, with detailed analysis of how to display data for precise, effective, quick analysis. Design of the high-resolution displays, small multiples. Editing and improving graphics. The data-ink ratio. Time-series, relational graphics, data maps, multivariate designs. Detection of graphical deception: design variation vs. data variation. Sources of deception. Aesthetics and data graphical displays. This is the second edition of The Visual Display of Quantitative Information. Recently published, this new edition provides excellent color reproductions of the many graphics of William Playfair, adds color to other images, and includes all the changes and corrections accumulated during 17 printings of the first edition.",2001,2025-11-07 11:50:12,2025-11-07 11:50:12,,,197,,,,,,,,,,Graphics Press,"Cheshire, Conn",en,,,,,,,,,,,,act_Visualizing,,,,,,,,,,,,,,,,,,,,2nd ed,,,,,,,,,,,,,,,,,,,,,,,,,,
7KUZNRWL,book,2007,"Feldman, Ronen; Sanger, James",The text mining handbook: advanced approaches in analyzing unstructured data,,978-0-521-83657-9,,,http://www.amazon.de/The-Text-Mining-Handbook-Unstructured/dp/0521836573,"Text mining is a new and exciting area of computer science research that tries to solve the crisis of information overload by combining techniques from data mining, machine learning, natural language processing, information retrieval, and knowledge management. Similarly, link detection – a rapidly evolving approach to the analysis of text that shares and builds upon many of the key elements of text mining – also provides new tools for people to better leverage their burgeoning textual data resources. The Text Mining Handbook presents a comprehensive discussion of the state-of-the-art in text mining and link detection. In addition to providing an in-depth examination of core text mining and link detection algorithms and operations, the book examines advanced pre-processing techniques, knowledge representation considerations, and visualization approaches. Finally, the book explores current real-world, mission-critical applications of text mining and link detection in such varied fields as M&A business intelligence, genomics research and counter-terrorism activities.",2007,2025-11-07 11:50:12,2025-11-07 11:50:12,,,410,,,,,The text mining handbook,,,,,Cambridge University Press,Cambridge ; New York,en,,,,,,,,,,,,AnalyzeStatistically,,,,"Sanger, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y4LRJHHR,book,2010,"Argamon, Shlomo; Burns, Kevin; Dubnov, Shlomo",The structure of style : algorithmic approaches to understanding manner and meaning,,978-3-642-12336-8 978-3-642-12337-5,,,http://www.springer.com/computer/database+management+%26+information+retrieval/book/978-3-642-12336-8,"Style is a fundamental and ubiquitous aspect of the human experience: Everyone instantly and constantly assesses people and things according to their individual styles, academics establish careers by researching musical, artistic, or architectural styles, and entire industries maintain themselves by continuously creating and marketing new styles. Yet what exactly style is and how it works are elusive: We certainly know it when we see it, but there is no shared and clear understanding of the diverse phenomena that we call style. The Structure of Style explores this issue from a computational viewpoint, in terms of how information is represented, organized, and transformed in the production and perception of different styles. New computational techniques are now making it possible to model the role of style in the creation of and response to human artifacts—and therefore to develop software systems that directly make use of style in useful ways. Argamon, Burns, and Dubnov organize the research they have collected in this book according to the three roles that computation can play in stylistics. The first section of the book, Production, provides conceptual foundations by describing computer systems that create artifacts—musical pieces, texts, artworks—in different styles. The second section, Perception, explains methods for analyzing different styles and gleaning useful information, viewing style as a form of communication. The final section, Interaction, deals with reciprocal interaction between style producers and perceivers, in areas such as interactive media, improvised musical accompaniment, and game playing. The Structure of Style is written for researchers and practitioners in areas including information retrieval, computer art and music, digital humanities, computational linguistics, and artificial intelligence, who can all benefit from this comprehensive overview and in-depth description of current research in this active interdisciplinary field.",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,The structure of style,,,,,Springer,Heidelberg; New York,en,,,,,,,,,,,,t_Stylometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM7ZDQH5,book,2012,"Suber, Peter",Open access,,978-0-262-51763-8,,,http://mitpress.mit.edu/books/open-access,"The Internet lets us share perfect copies of our work with a worldwide audience at virtually no cost. We take advantage of this revolutionary opportunity when we make our work “open access”: digital, online, free of charge, and free of most copyright and licensing restrictions. Open access is made possible by the Internet and copyright-holder consent, and many authors, musicians, filmmakers, and other creators who depend on royalties are understandably unwilling to give their consent. But for 350 years, scholars have written peer-reviewed journal articles for impact, not for money, and are free to consent to open access without losing revenue. In this concise introduction, Peter Suber tells us what open access is and isn’t, how it benefits authors and readers of research, how we pay for it, how it avoids copyright problems, how it has moved from the periphery to the mainstream, and what its future may hold. Distilling a decade of Suber’s influential writing and thinking about open access, this is the indispensable book on the subject for researchers, librarians, administrators, funders, publishers, and policy makers.",2012,2025-11-07 11:50:12,2025-11-07 11:50:12,,,242,,,,,,MIT Press essential knowledge series,,,,MIT Press,"Cambridge, Mass",en,,,,,,,,,,,,goal_Dissemination; obj_Research; *****; t_OpenAccess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3L4K8BK,book,2014,"Demantowsky, Marko; Pallaske, Christoph",Geschichte lernen im digitalen Wandel,,978-3-486-85866-2,,,http://www.degruyter.com/view/product/231648,,2014,2025-11-07 11:50:12,2025-11-07 11:50:12,2014-12-16 08:53:13,,,,,,,,,,,,De Gruyter Oldenbourg,"Berlin, Boston",DT,,,,,DeGruyter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULXPNMG2,book,1993,"Cleveland, William S.",Visualizing data,,978-0-9634884-0-4,,,http://dl.acm.org/citation.cfm?id=529269,"Enormous quantities of data go unused or underused today, simply because people can't visualize the quantities and relationships in it. Using a downloadable programming environment developed by the author, Visualizing Data demonstrates methods for representing data accurately on the Web and elsewhere, complete with user interaction, animation, and more. How do the 3.1 billion A, C, G and T letters of the human genome compare to those of a chimp or a mouse? What do the paths that millions of visitors take through a web site look like? With Visualizing Data, you learn how to answer complex questions like these with thoroughly interactive displays. We're not talking about cookie-cutter charts and graphs. This book teaches you how to design entire interfaces around large, complex data sets with the help of a powerful new design and prototyping tool called ""Processing"". Used by many researchers and companies to convey specific data in a clear and understandable manner, the Processing beta is available free. With this tool and Visualizing Data as a guide, you'll learn basic visualization principles, how to choose the right kind of display for your purposes, and how to provide interactive features that will bring users to your site over and over. This book teaches you: The seven stages of visualizing data -- acquire, parse, filter, mine, represent, refine, and interactHow all data problems begin with a question and end with a narrative construct that provides a clear answer without extraneous detailsSeveral example projects with the code to make them workPositive and negative points of each representation discussed. The focus is on customization so that each one best suits what you want to convey about your data set The book does not provide ready-made ""visualizations"" that can be plugged into any data set. Instead, with chapters divided by types of data rather than types of display, you'll learn how each visualization conveys the unique properties of the data it represents -- why the data was collected, what's interesting about it, and what stories it can tell. Visualizing Data teaches you how to answer questions, not simply display information.",1993,2025-11-07 11:50:12,2025-11-07 11:50:12,,,360,,,,,,,,,,At&T Bell Laboratories ; Published by Hobart Press,"Murray Hill, N.J. : [Summit, N.J",en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGIU7ADK,book,2004,"Kaufer, David; Ishizaki, Suguru; Butler, Brian; Collins, Jeff",The Power of Words: Unveiling the Speaker and Writer’s Hidden Craft,,,,,http://www.amazon.de/The-Power-Words-Unveiling-Speaker/dp/0805847839,"n 1888, Mark Twain reflected on the writer's special feel for words to his correspondent, George Bainton, noting that ""the difference between the almost-right word and the right word is really a large matter."" We recognize differences between a politician who is ""willful"" and one who is ""willing"" even though the difference does not cross word-stems or parts of speech. We recognize that being ""held up"" evokes different experiences depending upon whether its direct object is a meeting, a bank, or an example. Although we can notice hundreds of examples in the language where small differences in wording produce large reader effects, the authors of The Power of Words argue that these examples are random glimpses of a hidden systematic knowledge that governs how we, as writers or speakers, learn to shape experience for other human beings. Over the past several years, David Kaufer and his colleagues have developed a software program for analyzing writing called DocuScope. This book illustrates the concepts and rhetorical theory behind the software analysis, examining patterns in writing and showing writers how their writing works in different categories to accomplish varying objectives. Reflecting the range and variety of audience experience that contiguous words of surface English can prime, the authors present a theory of language as an instrument of rhetorically priming audiences and a catalog of English strings to implement the theory. The project creates a comprehensive map of the speaker and writer's implicit knowledge about predisposing audience experience at the point of utterance. The book begins with an explanation of why studying language from the standpoint of priming--not just meaning--is vital to non-question begging theories of close reading and to language education in general. The remaining chapters in Part I detail the steps taken to prepare a catalog study of English strings for their properties as priming instruments. Part II describes in detail the catalog of priming categories, including enough examples to help readers see how individual words and strings of English fit into the catalog. The final part describes how the authors have applied the catalog of English strings as priming tools to conduct textual research.",2004,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Lawrence Erlbaum Associates,New Jersey & London,en,,,,,,,,,,,,act_Visualizing; AnalyzeStatistically; AnalyzeQualitatively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2KLWQE5,book,2010,"Mani, Inderjeet","The imagined moment: time, narrative, and computation",,978-0-8032-2977-8,,,"http://www.nebraskapress.unl.edu/product/Imagined-Moment,674226.aspx","Time is a key aspect of narrative. It can advance a story, illuminate its role in our daily lives, and help us understand how events unfold. In this groundbreaking interdisciplinary work, Inderjeet Mani uses recent developments in linguistics and computer science to analyze the use of time in narrative form.   The Imagined Moment outlines directions for an emerging discipline of “corpus narratology,” an approach involving the computer analysis and interpretation of multimillion-word collections of narrative text. This approach, Mani explains, could alter the very foundations of narrative theory. Accordingly, he develops a computer representation for timelines and applies it to a variety of literary works. Among these are such classics as One Hundred Years of Solitude, “A Hunger Artist,” Swann’s Way, Jealousy, Candide, and “The Short Happy Life of Francis Macomber.” Along the way, Mani considers stories embedded in temporal cycles; the cognitive processes involved in the construal of events in time; the modeling of narrative progression in terms of changes in readers’ evaluation of characters; the study of variations of tempo in fiction; and time in computer-mediated forms of storytelling.",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,The imagined moment,,,,,University of Nebraska Press,Lincoln,en,,,,,,,,,,,,AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBGQ7T9U,book,2011,"Weller, Martin",The Digital Scholar: How Technology Is Transforming Scholarly Practice,,,,,https://www.bloomsburycollections.com/book/the-digital-scholar-how-technology-is-transforming-scholarly-practice/,"While industries such as music, newspapers, film and publishing have seen radical changes in their business models and practices as a direct result of new technologies, higher education has so far resisted the wholesale changes we have seen elsewhere. However, a gradual and fundamental shift in the practice of academics is taking place. Every aspect of scholarly practice is seeing changes effected by the adoption and possibilities of new technologies. This book will explore these changes, their implications for higher education, the possibilities for new forms of scholarly practice and what lessons can be drawn from other sectors.",2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,,,en,,,,,,,,,,,,obj_DigitalHumanities; meta_Assessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEPAKLLP,book,1982,"Kenny, Anthony",The computation of style: an introduction to statistics for students of literature and humanities,,978-0-08-024282-8,,,http://www.sciencedirect.com/science/book/9780080242811,"Each year more and more scholars are becoming aware of the importance of the statistical study of literary texts. The present book is the first elementary introduction in English for those wishing to use statistical techniques in the study of literature. Unlike other introductions to statistics, it specifically emphasizes those techniques most useful in literary contexts and gives examples of their application from literary and linguistic material. The text is aimed at those with the minimum of mathematical background and gives exercises for the student and relevant statistical tables.",1982,2025-11-07 11:50:12,2025-11-07 11:50:12,,,196,,,,,The computation of style,,,,,Pergamon Press,,en,,,,,,,,,,,,AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHQL69G3,book,2010,,Text comparison and digital creativity: the production of presence and meaning in digital text scholarship,,978-90-04-18865-5,,,http://www.brill.com/text-comparison-and-digital-creativity,"In fourteen thoughtful essays this book reports and reflects on the many changes that a digital workflow brings to the world of original texts and textual scholarship, and the effect on scholarly communication practices. The spread of digital technology across philology, linguistics and literary studies suggests that text scholarship is taking on a more laboratory-like image. The ability to sort, quantify, reproduce and report text through computation would seem to facilitate the exploration of text as another type of quantitative scientific data. However, developing this potential also highlights text analysis and text interpretation as two increasingly separated sub-tasks in the study of texts. The implied dual nature of interpretation as the traditional, valued mode of scholarly text comparison, combined with an increasingly widespread reliance on digital text analysis as scientific mode of inquiry raises the question as to whether the reflexive concepts that are central to interpretation – individualism, subjectivity – are affected by the anonymised, normative assumptions implied by formal categorisations of text as digital data.",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,296,,,,,Text comparison and digital creativity,Scholarly communication,v. 1,,,Brill,Leiden ; Boston,,,,,,,,,,,,,goal_Enrichment; t_Encoding; obj_Manuscripts,"Peursen, W. Th van; Thoutenhoofd, Ernst D.; Weel, Adriaan van der",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5UT57BB,book,1944,"Yule, G",The Statistical Study of Literary Vocabulary,,,,,http://www.jstor.org/discover/10.2307/3717870?uid=3737864&uid=2134&uid=2&uid=70&uid=4&sid=21105175796093,,1944,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,University Press,Cambridge [Eng.],en,,,,,,,,,,,,obj_Literature; AnalyzeStatistically; meta_Theorizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNW2SJUV,book,2014,,The Johns Hopkins Guide to Digital Media,,,,,https://jhupbooks.press.jhu.edu/content/johns-hopkins-guide-digital-media,"The study of what is collectively labeled ""New Media""—the cultural and artistic practices made possible by digital technology—has become one of the most vibrant areas of scholarly activity and is rapidly turning into an established academic field, with many universities now offering it as a major. The Johns Hopkins Guide to Digital Media is the first comprehensive reference work to which teachers, students, and the curious can quickly turn for reliable information on the key terms and concepts of the field.",2014,2025-11-07 11:50:12,2025-11-07 11:50:12,2014-05-07 07:15:05,,,,,,,,,,,,Johns Hopkins Univ. Press,Baltimore,en,,,,,,,,,,,,meta_GiveOverview; obj_Text; obj_Video; obj_Audio,"Ryan, Marie-Laure; Emerson, Lori; Robertson, Benjamin J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRC7XKQH,book,2006,"Lanham, Richard A.",The Economics of Attention. Style and Substance in the Age of Information,,,,,http://www.press.uchicago.edu/ucp/books/book/chicago/E/bo3680280.html,"If economics is about the allocation of resources, then what is the most precious resource in our new information economy? Certainly not information, for we are drowning in it. No, what we are short of is the attention to make sense of that information.  With all the verve and erudition that have established his earlier books as classics, Richard A. Lanham here traces our epochal move from an economy of things and objects to an economy of attention. According to Lanham, the central commodity in our new age of information is not stuff but style, for style is what competes for our attention amidst the din and deluge of new media. In such a world, intellectual property will become more central to the economy than real property, while the arts and letters will grow to be more crucial than engineering, the physical sciences, and indeed economics as conventionally practiced. For Lanham, the arts and letters are the disciplines that study how human attention is allocated and how cultural capital is created and traded. In an economy of attention, style and substance change places. The new attention economy, therefore, will anoint a new set of moguls in the business world—not the CEOs or fund managers of yesteryear, but new masters of attention with a grounding in the humanities and liberal arts.  Lanham’s The Electronic Word was one of the earliest and most influential books on new electronic culture. The Economics of Attention builds on the best insights of that seminal book to map the new frontier that information technologies have created.",2006,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Univ. of Chicago Press,Chicago,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M29KM63,book,2014,"Jacobs, Neil; Dovey, Matthew; Bruce, Rachel",Building the Digital Infrastructure: Strategies for Supporting Education and Research,,978-1-85604-856-9,,,http://www.amazon.de/Building-Digital-Infrastructure-Strategies-Supporting/dp/185604856X,"A cutting-edge analysis of topics such as open access and identity management, interoperability and shared services business models, and scholarly communications and research data management from the groundbreaking Digital Infrastructure team at JISC. The team provide an analysis of where we are now, looks at future trends, challenges and issues of sustainability and explores the strategies and approaches that are evolving to deal with the new environment. An effective digital infrastructure allows for the appropriate creation, management and exploitation of information resources and services to enable effective and high quality research and education. The focus is on supporting innovative abnd effective research and learning throught the development and implementation of a digital infrastructure for higher education. The experience and knowledge base of JISC's Digital Infrastructure team is placed in a wider context to enable practitioners, service planners and users alike to easily apply the lessons. Readership: Academics, researchers and students of LIS and related disciplines including publishing and practitioners involved in the digital infrastructure including staff, librarians, archivists and records managers.",2014,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Facet,London,en,,,,,,,,,,,,obj_AnyObject; goal_Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6T3R36IU,book,1998,"Joachims, Thorsten",Text Categorization with Support Vector Machines: Learning with Many Relevant Features,,,,,http://www.cs.cornell.edu/people/tj/publications/joachims_98a.pdf,"This paper explores the use of Support Vector Machines (SVMs) for learning text classifiers from examples. It analyzes the particular properties of learning with text data and identifies, why SVMs are appropriate for this task. Empirical results support the theoretical findings. SVMs achieve substantial improvements over the currently best performing methods and they behave robustly over a variety of different learning tasks. Furthermore, they are fully automatic, eliminating the need for manual parameter tuning.",1998,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Text Categorization with Support Vector Machines,,,,,,,,,,,,,,,,,,,AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAUB7GVC,book,2011,"Amy E. Earhart and Andrew Jewell, Editors",The American Literature Scholar in the Digital Age,,,,,http://hdl.handle.net/2027/spo.9362034.0001.001,"Observing the title and concerns of this collection, many may wonder why we have chosen to focus on the American literature scholar; certainly the concerns of digital humanities are relevant across literary specializations. In fact, as other digital humanities scholarship demonstrates, the humanities as a boundary is itself suspect: it is not uncommon to see collaborations between a literary scholar, a computer scientist, and a librarian in digital humanities work. The artificial distinctions that have replicated the discipline divisions have become less relevant to those working in digital humanities, who often group around subject matter, not training. Add to this the increasing breakdown of national boundaries in literary studies, and perhaps it seems antiquated or anathema to reproduce American as a term with which to saddle a supposedly cutting-edge collection of essays.",2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,,,en,,,,,,,,,,,,meta_GiveOverview; obj_DigitalHumanities; obj_Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
